"ID"	"wc2.1_10m_bio_1"	"wc2.1_10m_bio_2"	"wc2.1_10m_bio_3"	"wc2.1_10m_bio_4"	"wc2.1_10m_bio_5"	"wc2.1_10m_bio_6"	"wc2.1_10m_bio_7"	"wc2.1_10m_bio_8"	"wc2.1_10m_bio_9"	"wc2.1_10m_bio_10"	"wc2.1_10m_bio_11"	"wc2.1_10m_bio_12"	"wc2.1_10m_bio_13"	"wc2.1_10m_bio_14"	"wc2.1_10m_bio_15"	"wc2.1_10m_bio_16"	"wc2.1_10m_bio_17"	"wc2.1_10m_bio_18"	"wc2.1_10m_bio_19"
19	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
20	15.8882474899292	8.06089687347412	52.4701652526855	267.464263916016	23.8025646209717	8.4397439956665	15.3628206253052	12.6726493835449	19.1160259246826	19.1160259246826	12.6726493835449	690	105	23	55.4221115112305	304	72	72	304
21	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
22	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
23	14.5808019638062	10.416937828064	52.9484062194824	333.729309082031	24.9995002746582	5.32574987411499	19.6737499237061	10.4846248626709	18.5982494354248	18.5982494354248	10.4846248626709	823	122	28	52.5126266479492	350	90	90	350
24	15.3011665344238	11.8344583511353	51.5140800476074	410.021087646484	27.5895004272461	4.61625003814697	22.9732513427734	10.2670831680298	20.101541519165	20.1985836029053	10.2670831680298	425	68	14	54.8006820678711	188	48	50	188
25	15.7121562957764	10.9365205764771	58.3047904968262	284.879547119141	25.0319995880127	6.27449989318848	18.7574996948242	16.5856246948242	12.9874582290649	19.2500839233398	12.3288745880127	533	64	32	18.8583087921143	165	107	130	112
26	16.2083549499512	7.57968473434448	52.8868370056152	254.096130371094	23.696216583252	9.36432456970215	14.3318920135498	13.2060356140137	19.2532424926758	19.3173866271973	13.2060356140137	560	95	16	65.859260559082	265	53	54	265
27	17.32590675354	11.8251037597656	50.7913017272949	419.161560058594	29.7110004425049	6.42925024032593	23.2817497253418	12.143666267395	22.2142505645752	22.2766666412354	12.143666267395	546	91	15	62.4194984436035	255	52	53	255
28	17.32590675354	11.8251037597656	50.7913017272949	419.161560058594	29.7110004425049	6.42925024032593	23.2817497253418	12.143666267395	22.2142505645752	22.2766666412354	12.143666267395	546	91	15	62.4194984436035	255	52	53	255
29	17.32590675354	11.8251037597656	50.7913017272949	419.161560058594	29.7110004425049	6.42925024032593	23.2817497253418	12.143666267395	22.2142505645752	22.2766666412354	12.143666267395	546	91	15	62.4194984436035	255	52	53	255
30	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
31	16.5160713195801	8.55654716491699	54.2043724060059	266.018676757812	24.5666675567627	8.78095245361328	15.7857151031494	13.3021821975708	19.7638893127441	19.7638893127441	13.3021821975708	656	97	22	52.5378723144531	282	70	70	282
32	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
33	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
34	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
35	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
36	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
37	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
38	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
39	16.2083549499512	7.57968473434448	52.8868370056152	254.096130371094	23.696216583252	9.36432456970215	14.3318920135498	13.2060356140137	19.2532424926758	19.3173866271973	13.2060356140137	560	95	16	65.859260559082	265	53	54	265
40	14.8477916717529	11.5075416564941	54.8899536132812	345.847839355469	25.4862499237061	4.52150011062622	20.964750289917	16.1662082672119	11.2194995880127	19.0320835113525	10.5924997329712	537	54	31	16.1733856201172	155	105	145	110
41	15.4510622024536	11.6113328933716	50.901782989502	411.782379150391	27.4922504425049	4.68099975585938	22.8112506866455	10.3348331451416	20.2929172515869	20.3120002746582	10.3348331451416	540	82	19	53.5314178466797	237	62	64	237
42	15.4510622024536	11.6113328933716	50.901782989502	411.782379150391	27.4922504425049	4.68099975585938	22.8112506866455	10.3348331451416	20.2929172515869	20.3120002746582	10.3348331451416	540	82	19	53.5314178466797	237	62	64	237
43	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
44	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
45	15.9849901199341	10.0588960647583	52.9847831726074	322.419616699219	25.9764995574951	6.99200010299683	18.9844989776611	12.0363330841064	19.8297920227051	19.8297920227051	12.0363330841064	544	71	26	36.9303131103516	201	82	82	201
46	15.8212366104126	9.19516181945801	54.2642288208008	278.253784179688	24.6225814819336	7.67741918563843	16.945161819458	12.4208908081055	19.1864814758301	19.1864814758301	12.4208908081055	679	95	25	48.4356918334961	281	79	79	281
47	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
48	15.1771879196167	10.7895412445068	51.7390937805176	362.041717529297	26.2430000305176	5.38924980163574	20.8537502288818	10.7184162139893	19.5201663970947	19.5201663970947	10.7184162139893	795	120	25	56.4027633666992	350	81	81	350
49	15.1771879196167	10.7895412445068	51.7390937805176	362.041717529297	26.2430000305176	5.38924980163574	20.8537502288818	10.7184162139893	19.5201663970947	19.5201663970947	10.7184162139893	795	120	25	56.4027633666992	350	81	81	350
50	14.5808019638062	10.416937828064	52.9484062194824	333.729309082031	24.9995002746582	5.32574987411499	19.6737499237061	10.4846248626709	18.5982494354248	18.5982494354248	10.4846248626709	823	122	28	52.5126266479492	350	90	90	350
51	14.5808019638062	10.416937828064	52.9484062194824	333.729309082031	24.9995002746582	5.32574987411499	19.6737499237061	10.4846248626709	18.5982494354248	18.5982494354248	10.4846248626709	823	122	28	52.5126266479492	350	90	90	350
52	14.5808019638062	10.416937828064	52.9484062194824	333.729309082031	24.9995002746582	5.32574987411499	19.6737499237061	10.4846248626709	18.5982494354248	18.5982494354248	10.4846248626709	823	122	28	52.5126266479492	350	90	90	350
53	14.5808019638062	10.416937828064	52.9484062194824	333.729309082031	24.9995002746582	5.32574987411499	19.6737499237061	10.4846248626709	18.5982494354248	18.5982494354248	10.4846248626709	823	122	28	52.5126266479492	350	90	90	350
54	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
55	14.5808019638062	10.416937828064	52.9484062194824	333.729309082031	24.9995002746582	5.32574987411499	19.6737499237061	10.4846248626709	18.5982494354248	18.5982494354248	10.4846248626709	823	122	28	52.5126266479492	350	90	90	350
56	15.9778127670288	12.4537506103516	53.0731620788574	410.112609863281	27.9895000457764	4.52425003051758	23.4652500152588	13.9068746566772	19.5533752441406	20.8529167175293	10.9275417327881	368	40	21	19.4820880889893	110	72	76	110
57	18.6412296295166	13.0338745117188	52.4117088317871	446.159545898438	31.9419994354248	7.07375001907349	24.8682498931885	13.0770416259766	23.7882919311523	23.8148746490479	13.0770416259766	414	72	10	64.5991744995117	196	37	38	196
58	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
59	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
60	17.1469402313232	10.1737384796143	55.2397308349609	288.125335693359	25.6800003051758	7.26257133483887	18.4174289703369	18.0288581848145	14.2624759674072	20.6884765625	13.6169996261597	564	62	38	16.2592239379883	167	115	138	130
61	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
62	15.8882474899292	8.06089687347412	52.4701652526855	267.464263916016	23.8025646209717	8.4397439956665	15.3628206253052	12.6726493835449	19.1160259246826	19.1160259246826	12.6726493835449	690	105	23	55.4221115112305	304	72	72	304
63	15.8882474899292	8.06089687347412	52.4701652526855	267.464263916016	23.8025646209717	8.4397439956665	15.3628206253052	12.6726493835449	19.1160259246826	19.1160259246826	12.6726493835449	690	105	23	55.4221115112305	304	72	72	304
64	15.8882474899292	8.06089687347412	52.4701652526855	267.464263916016	23.8025646209717	8.4397439956665	15.3628206253052	12.6726493835449	19.1160259246826	19.1160259246826	12.6726493835449	690	105	23	55.4221115112305	304	72	72	304
65	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
66	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
67	16.2083549499512	7.57968473434448	52.8868370056152	254.096130371094	23.696216583252	9.36432456970215	14.3318920135498	13.2060356140137	19.2532424926758	19.3173866271973	13.2060356140137	560	95	16	65.859260559082	265	53	54	265
68	16.2083549499512	7.57968473434448	52.8868370056152	254.096130371094	23.696216583252	9.36432456970215	14.3318920135498	13.2060356140137	19.2532424926758	19.3173866271973	13.2060356140137	560	95	16	65.859260559082	265	53	54	265
69	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
70	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
71	16.2083549499512	7.57968473434448	52.8868370056152	254.096130371094	23.696216583252	9.36432456970215	14.3318920135498	13.2060356140137	19.2532424926758	19.3173866271973	13.2060356140137	560	95	16	65.859260559082	265	53	54	265
72	16.7751350402832	9.37885475158691	53.555965423584	290.444396972656	26.0799999237061	8.56774997711182	17.5122489929199	13.3034172058105	19.3911666870117	20.3314990997314	13.3034172058105	489	62	23	36.1975021362305	178	75	77	178
73	15.8882474899292	8.06089687347412	52.4701652526855	267.464263916016	23.8025646209717	8.4397439956665	15.3628206253052	12.6726493835449	19.1160259246826	19.1160259246826	12.6726493835449	690	105	23	55.4221115112305	304	72	72	304
74	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
75	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
76	15.9658851623535	10.8977289199829	51.859992980957	364.486877441406	27.1224994659424	6.1087498664856	21.0137500762939	11.4838752746582	20.27512550354	20.3315830230713	11.4838752746582	787	121	23	58.9569091796875	353	75	76	353
77	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
78	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
79	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
80	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
81	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
82	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
83	15.9413461685181	7.10320568084717	51.7320289611816	246.118072509766	23	9.26923084259033	13.7307691574097	13.7615385055542	18.8833332061768	18.9333343505859	13.0461540222168	562	97	16	66.6540069580078	267	51	52	267
84	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
85	15.4802780151367	10.1797857284546	52.4211616516113	335.158996582031	25.7566661834717	6.33743572235107	19.4192314147949	11.3851709365845	19.4742298126221	19.4976921081543	11.3851709365845	792	119	25	56.3833694458008	349	80	81	349
86	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
87	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
88	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
89	16.5132389068604	8.3077220916748	52.5378036499023	278.811462402344	24.73486328125	8.92201805114746	15.8128452301025	13.1449031829834	19.832670211792	19.878490447998	13.1449031829834	575	98	16	66.0960159301758	273	53	54	273
90	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
91	15.8967914581299	11.4852914810181	53.1050338745117	371.673309326172	27.2290000915527	5.60150003433228	21.6275005340576	11.2495002746582	20.2691669464111	20.2691669464111	11.2495002746582	604	83	26	43.4672698974609	238	81	81	238
92	15.8967914581299	11.4852914810181	53.1050338745117	371.673309326172	27.2290000915527	5.60150003433228	21.6275005340576	11.2495002746582	20.2691669464111	20.2691669464111	11.2495002746582	604	83	26	43.4672698974609	238	81	81	238
93	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
94	15.8212366104126	9.19516181945801	54.2642288208008	278.253784179688	24.6225814819336	7.67741918563843	16.945161819458	12.4208908081055	19.1864814758301	19.1864814758301	12.4208908081055	679	95	25	48.4356918334961	281	79	79	281
95	16.2083549499512	7.57968473434448	52.8868370056152	254.096130371094	23.696216583252	9.36432456970215	14.3318920135498	13.2060356140137	19.2532424926758	19.3173866271973	13.2060356140137	560	95	16	65.859260559082	265	53	54	265
96	15.8501253128052	10.4129400253296	57.5876083374023	277.367584228516	24.779146194458	6.69723606109619	18.0819091796875	16.6652431488037	13.2251672744751	19.2984924316406	12.5745391845703	566	69	34	19.5326976776123	177	113	136	120
97	15.8501253128052	10.4129400253296	57.5876083374023	277.367584228516	24.779146194458	6.69723606109619	18.0819091796875	16.6652431488037	13.2251672744751	19.2984924316406	12.5745391845703	566	69	34	19.5326976776123	177	113	136	120
98	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
99	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
100	16.516206741333	8.65916728973389	52.3628807067871	291.222503662109	25.1252632141113	8.58842086791992	16.5368423461914	12.9754390716553	19.9675445556641	20.0200004577637	12.9754390716553	592	100	17	65.6112442016602	280	54	55	280
